"SYMBOL","STRING_id"
"CNOT3","9606.ENSP00000221232"
"CNOT4","9606.ENSP00000445508"
"CNOT6","9606.ENSP00000261951"
"CNOT6L","9606.ENSP00000264903"
"CNOT7","9606.ENSP00000355279"
"CNOT8","9606.ENSP00000285896"
"CNP","9606.ENSP00000377470"
"CNR1","9606.ENSP00000358511"
"CNR2","9606.ENSP00000363596"
"CNTD","9606.ENSP00000465204"
"CNTF","9606.ENSP00000355370"
"CNTFR","9606.ENSP00000242338"
"CNTN1","9606.ENSP00000325660"
"CNTN2","9606.ENSP00000330633"
"CNTN3","9606.ENSP00000263665"
"CNTN4","9606.ENSP00000380602"
"CNTN5","9606.ENSP00000279463"
"CNTN6","9606.ENSP00000341882"
"CNTNAP1","9606.ENSP00000264638"
"CNTNAP2","9606.ENSP00000354778"
"CNTNAP3","9606.ENSP00000297668"
"CNTNAP3B","9606.ENSP00000366787"
"CNTNAP4","9606.ENSP00000418741"
"CNTNAP5","9606.ENSP00000399013"
"CNTROB","9606.ENSP00000369614"
"COASY","9606.ENSP00000464814"
"COBL","9606.ENSP00000265136"
"COBRA1","9606.ENSP00000339495"
"COCH","9606.ENSP00000216361"
"COG1","9606.ENSP00000299886"
"COG2","9606.ENSP00000355629"
"COG3","9606.ENSP00000258654"
"COG4","9606.ENSP00000315775"
"COG5","9606.ENSP00000297135"
"COG6","9606.ENSP00000397441"
"COG7","9606.ENSP00000305442"
"COG8","9606.ENSP00000305459"
"COIL","9606.ENSP00000240316"
"COL10A1","9606.ENSP00000243222"
"COL11A1","9606.ENSP00000359114"
"COL11A2","9606.ENSP00000363840"
"COL12A1","9606.ENSP00000325146"
"COL13A1","9606.ENSP00000381949"
"COL14A1","9606.ENSP00000297848"
"COL15A1","9606.ENSP00000364140"
"COL16A1","9606.ENSP00000362776"
"COL17A1","9606.ENSP00000340937"
"COL18A1","9606.ENSP00000347665"
"COL19A1","9606.ENSP00000316030"
"COL1A1","9606.ENSP00000225964"
"COL1A2","9606.ENSP00000297268"
"COL20A1","9606.ENSP00000351767"
"COL21A1","9606.ENSP00000244728"
"COL22A1","9606.ENSP00000303153"
"COL23A1","9606.ENSP00000375069"
"COL24A1","9606.ENSP00000359603"
"COL25A1","9606.ENSP00000382083"
"COL27A1","9606.ENSP00000348385"
"COL28A1","9606.ENSP00000382356"
"COL2A1","9606.ENSP00000369889"
"COL3A1","9606.ENSP00000304408"
"COL4A1","9606.ENSP00000364979"
"COL4A2","9606.ENSP00000353654"
"COL4A3","9606.ENSP00000379823"
"COL4A3BP","9606.ENSP00000369862"
"COL4A4","9606.ENSP00000379866"
"COL4A5","9606.ENSP00000331902"
"COL4A6","9606.ENSP00000361290"
"COL5A1","9606.ENSP00000360882"
"COL5A2","9606.ENSP00000364000"
"COL5A3","9606.ENSP00000264828"
"COL6A1","9606.ENSP00000355180"
"COL6A2","9606.ENSP00000300527"
"COL6A3","9606.ENSP00000295550"
"COL7A1","9606.ENSP00000332371"
"COL8A1","9606.ENSP00000261037"
"COL8A2","9606.ENSP00000305913"
"COL9A1","9606.ENSP00000349790"
"COL9A2","9606.ENSP00000361834"
"COL9A3","9606.ENSP00000341640"
"COLEC11","9606.ENSP00000339168"
"COLEC12","9606.ENSP00000383115"
"COLQ","9606.ENSP00000373298"
"COMMD1","9606.ENSP00000308236"
"COMMD10","9606.ENSP00000274458"
"COMMD2","9606.ENSP00000419475"
"COMMD3","9606.ENSP00000366032"
"COMMD4","9606.ENSP00000267935"
"COMMD5","9606.ENSP00000304544"
"COMMD6","9606.ENSP00000348054"
"COMMD7","9606.ENSP00000278980"
"COMMD8","9606.ENSP00000370984"
"COMMD9","9606.ENSP00000263401"
"COMP","9606.ENSP00000222271"
"COMT","9606.ENSP00000354511"
"COPA","9606.ENSP00000357048"
"COPB","9606.ENSP00000249923"
"COPB2","9606.ENSP00000329419"
"COPE","9606.ENSP00000262812"
"COPG","9606.ENSP00000325002"
"COPG2","9606.ENSP00000393912"
"COPS2","9606.ENSP00000299259"
"COPS3","9606.ENSP00000268717"
"COPS4","9606.ENSP00000264389"
"COPS5","9606.ENSP00000350512"
"COPS6","9606.ENSP00000304102"
"COPS7A","9606.ENSP00000229251"
"COPS7B","9606.ENSP00000272995"
"COPS8","9606.ENSP00000346340"
"COPZ1","9606.ENSP00000262061"
"COPZ2","9606.ENSP00000006101"
"COQ10A","9606.ENSP00000312587"
"COQ10B","9606.ENSP00000263960"
"COQ2","9606.ENSP00000310873"
"COQ3","9606.ENSP00000254759"
"COQ4","9606.ENSP00000300452"
"COQ5","9606.ENSP00000288532"
"COQ6","9606.ENSP00000333946"
"COQ7","9606.ENSP00000322316"
"COQ9","9606.ENSP00000262507"
"CORIN","9606.ENSP00000273857"
"CORO1A","9606.ENSP00000219150"
"CORO1B","9606.ENSP00000340211"
"CORO1C","9606.ENSP00000261401"
"CORO2A","9606.ENSP00000343746"
"CORO2B","9606.ENSP00000454783"
"CORO6","9606.ENSP00000344562"
"CORO7","9606.ENSP00000460885"
"CORT","9606.ENSP00000366248"
"COTL1","9606.ENSP00000262428"
"COX1","9606.ENSP00000354499"
"COX10","9606.ENSP00000261643"
"COX11","9606.ENSP00000299335"
"COX15","9606.ENSP00000016171"
"COX17","9606.ENSP00000261070"
"COX2","9606.ENSP00000354876"
"COX3","9606.ENSP00000354982"
"COX4I1","9606.ENSP00000253452"
"COX4I2","9606.ENSP00000365243"
"COX4NB","9606.ENSP00000253457"
"COX5A","9606.ENSP00000317780"
"COX5B","9606.ENSP00000258424"
"COX6A1","9606.ENSP00000229379"
"COX6A2","9606.ENSP00000287490"
"COX6B1","9606.ENSP00000246554"
"COX6B2","9606.ENSP00000320672"
"COX6C","9606.ENSP00000297564"
"COX7A1","9606.ENSP00000292907"
"COX7A2","9606.ENSP00000359098"
"COX7A2L","9606.ENSP00000234301"
"COX7B","9606.ENSP00000417656"
"COX7B2","9606.ENSP00000305964"
"COX7C","9606.ENSP00000247655"
"COX8A","9606.ENSP00000321260"
"COX8C","9606.ENSP00000340568"
"CP","9606.ENSP00000264613"
"CPA1","9606.ENSP00000011292"
"CPA2","9606.ENSP00000222481"
"CPA3","9606.ENSP00000296046"
"CPA4","9606.ENSP00000222482"
"CPB1","9606.ENSP00000282957"
"CPB2","9606.ENSP00000181383"
"CPD","9606.ENSP00000225719"
"CPE","9606.ENSP00000386104"
"CPEB1","9606.ENSP00000457881"
"CPEB2","9606.ENSP00000443985"
"CPEB3","9606.ENSP00000265997"
"CPEB4","9606.ENSP00000265085"
"CPLX1","9606.ENSP00000305613"
"CPLX2","9606.ENSP00000352544"
"CPLX4","9606.ENSP00000299721"
"CPN1","9606.ENSP00000359446"
"CPN2","9606.ENSP00000319464"
"CPNE1","9606.ENSP00000317257"
"CPNE3","9606.ENSP00000198765"
"CPNE6","9606.ENSP00000216775"
"CPNE7","9606.ENSP00000268720"
"CPNE8","9606.ENSP00000329748"
"CPNE9","9606.ENSP00000373343"
"CPOX","9606.ENSP00000264193"
"CPS1","9606.ENSP00000402608"
"CPSF1","9606.ENSP00000339353"
"CPSF2","9606.ENSP00000298875"
"CPSF3","9606.ENSP00000238112"
"CPSF3L","9606.ENSP00000413493"
"CPSF4","9606.ENSP00000292476"
"CPSF6","9606.ENSP00000391774"
"CPT1A","9606.ENSP00000265641"
"CPT1B","9606.ENSP00000312189"
"CPT1C","9606.ENSP00000319343"
"CPT2","9606.ENSP00000360541"
"CPVL","9606.ENSP00000265394"
"CR1","9606.ENSP00000356016"
"CR2","9606.ENSP00000356024"
"CRABP1","9606.ENSP00000299529"
"CRABP2","9606.ENSP00000357204"
"CRADD","9606.ENSP00000327647"
"CRAT","9606.ENSP00000315013"
"CRB1","9606.ENSP00000356370"
"CRB2","9606.ENSP00000362734"
"CRB3","9606.ENSP00000349204"
"CRBN","9606.ENSP00000231948"
"CREB1","9606.ENSP00000387699"
"CREB3","9606.ENSP00000342136"
"CREB3L1","9606.ENSP00000434939"
"CREB3L2","9606.ENSP00000329140"
"CREB3L3","9606.ENSP00000078445"
"CREB3L4","9606.ENSP00000271889"
"CREB5","9606.ENSP00000350359"
"CREBBP","9606.ENSP00000262367"
"CREBL1","9606.ENSP00000364349"
"CREBL2","9606.ENSP00000228865"
"CRELD1","9606.ENSP00000321856"
"CREM","9606.ENSP00000265372"
"CRH","9606.ENSP00000276571"
"CRHBP","9606.ENSP00000274368"
"CRHR1","9606.ENSP00000381333"
"CRHR2","9606.ENSP00000340943"
"CRI1","9606.ENSP00000431162"
"CRI2","9606.ENSP00000375073"
"CRIM1","9606.ENSP00000280527"
"CRIP1","9606.ENSP00000332449"
"CRIP2","9606.ENSP00000328521"
"CRIPT","9606.ENSP00000238892"
"CRISP2","9606.ENSP00000339155"
"CRISP3","9606.ENSP00000389026"
"CRISPLD2","9606.ENSP00000262424"
"CRK","9606.ENSP00000300574"
"CRKL","9606.ENSP00000346300"
"CRKRS","9606.ENSP00000398880"
"CRLF1","9606.ENSP00000376188"
"CRLF2","9606.ENSP00000370979"
"CRLF3","9606.ENSP00000318804"
"CRMP1","9606.ENSP00000321606"
"CRNKL1","9606.ENSP00000366557"
"CRNN","9606.ENSP00000271835"
"CROCC","9606.ENSP00000364691"
"CROP","9606.ENSP00000240304"
"CROT","9606.ENSP00000413575"
"CRP","9606.ENSP00000255030"
"CRR9","9606.ENSP00000313854"
"CRSP2","9606.ENSP00000323720"
"CRSP3","9606.ENSP00000357047"
"CRSP6","9606.ENSP00000251871"
"CRSP7","9606.ENSP00000263390"
"CRSP8","9606.ENSP00000292035"
"CRSP9","9606.ENSP00000286317"
"CRTAM","9606.ENSP00000227348"
"CRTAP","9606.ENSP00000323696"
"CRTC1","9606.ENSP00000345001"
"CRTC2","9606.ENSP00000357622"
"CRTC3","9606.ENSP00000268184"
"CRX","9606.ENSP00000221996"
"CRY2","9606.ENSP00000406751"
"CRYAA","9606.ENSP00000291554"
"CRYAB","9606.ENSP00000227251"
"CRYBA1","9606.ENSP00000225387"
"CRYBA4","9606.ENSP00000346805"
"CRYBB1","9606.ENSP00000215939"
"CRYBB2","9606.ENSP00000381273"
"CRYBB3","9606.ENSP00000215855"
"CRYGA","9606.ENSP00000302105"
"CRYGC","9606.ENSP00000282141"
"CRYGD","9606.ENSP00000264376"
"CRYGS","9606.ENSP00000312099"
"CRYL1","9606.ENSP00000298248"
"CRYM","9606.ENSP00000219599"
"CRYZ","9606.ENSP00000339399"
"CRYZL1","9606.ENSP00000370966"
"CS","9606.ENSP00000342056"
"CSAD","9606.ENSP00000267085"
"CSDA","9606.ENSP00000228251"
"CSDC2","9606.ENSP00000302485"
"CSDE1","9606.ENSP00000407724"
"CSF1","9606.ENSP00000327513"
"CSF1R","9606.ENSP00000286301"
"CSF2","9606.ENSP00000296871"
"CSF2RA","9606.ENSP00000394227"
"CSF2RB","9606.ENSP00000384053"
"CSF3","9606.ENSP00000225474"
"CSF3R","9606.ENSP00000362195"
"CSGLCA-T","9606.ENSP00000035307"
"CSH1","9606.ENSP00000376623"
"CSHL1","9606.ENSP00000309524"
"CSK","9606.ENSP00000220003"
"CSMD1","9606.ENSP00000441462"
"CSMD3","9606.ENSP00000297405"
"CSN1S1","9606.ENSP00000246891"
"CSN2","9606.ENSP00000341030"
"CSN3","9606.ENSP00000304822"
"CSNK1A1","9606.ENSP00000421689"
"CSNK1A1L","9606.ENSP00000369126"
"CSNK1D","9606.ENSP00000324464"
"CSNK1E","9606.ENSP00000352929"
"CSNK1G1","9606.ENSP00000305777"
"CSNK1G2","9606.ENSP00000255641"
"CSNK1G3","9606.ENSP00000353904"
"CSNK2A1","9606.ENSP00000217244"
"CSNK2A2","9606.ENSP00000262506"
"CSPG2","9606.ENSP00000265077"
"CSPG3","9606.ENSP00000252575"
"CSPG4","9606.ENSP00000312506"
"CSPG5","9606.ENSP00000373244"
"CSPG6","9606.ENSP00000354720"
"CSPP1","9606.ENSP00000262210"
"CSRP1","9606.ENSP00000345079"
"CSRP2","9606.ENSP00000310901"
"CSRP2BP","9606.ENSP00000278816"
"CSRP3","9606.ENSP00000265968"
"CSS3","9606.ENSP00000302629"
"CST1","9606.ENSP00000305731"
"CST2","9606.ENSP00000307540"
"CST3","9606.ENSP00000366124"
"CST5","9606.ENSP00000307132"
"CST7","9606.ENSP00000420384"
"CST8","9606.ENSP00000246012"
"CSTA","9606.ENSP00000264474"
"CSTB","9606.ENSP00000291568"
"CSTF1","9606.ENSP00000217109"
"CSTF2","9606.ENSP00000362063"
"CSTF2T","9606.ENSP00000332444"
"CSTF3","9606.ENSP00000315791"
"CTAG1A","9606.ENSP00000332602"
"CTBP1","9606.ENSP00000290921"
"CTBP2","9606.ENSP00000311825"
"CTBS","9606.ENSP00000359664"
"CTCF","9606.ENSP00000264010"
"CTCFL","9606.ENSP00000243914"
"CTDP1","9606.ENSP00000299543"
"CTDSP1","9606.ENSP00000273062"
"CTDSP2","9606.ENSP00000381148"
"CTDSPL","9606.ENSP00000273179"
"CTF1","9606.ENSP00000279804"
"CTGF","9606.ENSP00000356954"
"CTGLF1","9606.ENSP00000392513"
"CTGLF2","9606.ENSP00000363207"
"CTH","9606.ENSP00000359976"
"CTHRC1","9606.ENSP00000330523"
"CTLA4","9606.ENSP00000303939"
"CTNNA1","9606.ENSP00000304669"
"CTNNA2","9606.ENSP00000418191"
"CTNNA3","9606.ENSP00000362849"
"CTNNAL1","9606.ENSP00000320434"
"CTNNB1","9606.ENSP00000344456"
"CTNNBIP1","9606.ENSP00000366466"
"CTNNBL1","9606.ENSP00000355050"
"CTNND1","9606.ENSP00000382004"
"CTNND2","9606.ENSP00000307134"
"CTNS","9606.ENSP00000371294"
"CTPS","9606.ENSP00000361699"
"CTPS2","9606.ENSP00000352222"
"CTRB1","9606.ENSP00000354294"
"CTRB2","9606.ENSP00000303963"
"CTRC","9606.ENSP00000365116"
"CTRL","9606.ENSP00000458537"
"CTSB","9606.ENSP00000342070"
"CTSC","9606.ENSP00000227266"
"CTSD","9606.ENSP00000236671"
"CTSF","9606.ENSP00000310832"
"CTSG","9606.ENSP00000216336"
"CTSH","9606.ENSP00000220166"
"CTSK","9606.ENSP00000271651"
"CTSL","9606.ENSP00000345344"
"CTSL2","9606.ENSP00000259470"
"CTSO","9606.ENSP00000414904"
"CTSS","9606.ENSP00000357981"
"CTSZ","9606.ENSP00000217131"
"CTTN","9606.ENSP00000365745"
"CTTNBP2","9606.ENSP00000160373"
"CTTNBP2NL","9606.ENSP00000271277"
"CUBN","9606.ENSP00000367064"
"CUEDC2","9606.ENSP00000358953"
"CUGBP1","9606.ENSP00000435926"
"CUGBP2","9606.ENSP00000389951"
"CUL1","9606.ENSP00000326804"
"CUL2","9606.ENSP00000444856"
"CUL3","9606.ENSP00000264414"
"CUL4A","9606.ENSP00000364589"
"CUL4B","9606.ENSP00000384109"
"CUL5","9606.ENSP00000376808"
"CUL7","9606.ENSP00000438788"
"CUTA","9606.ENSP00000363624"
"CUTC","9606.ENSP00000359507"
"CUTL1","9606.ENSP00000353401"
"CUTL2","9606.ENSP00000261726"
"CUZD1","9606.ENSP00000357900"
"CWF19L1","9606.ENSP00000326411"
"CWF19L2","9606.ENSP00000282251"
"CX36","9606.ENSP00000290374"
"CX3CL1","9606.ENSP00000006053"
"CX3CR1","9606.ENSP00000351059"
"CXADR","9606.ENSP00000284878"
"CXCL1","9606.ENSP00000379110"
"CXCL10","9606.ENSP00000305651"
"CXCL11","9606.ENSP00000306884"
"CXCL12","9606.ENSP00000379140"
"CXCL13","9606.ENSP00000286758"
"CXCL14","9606.ENSP00000337065"
"CXCL16","9606.ENSP00000293778"
"CXCL2","9606.ENSP00000427279"
"CXCL3","9606.ENSP00000296026"
"CXCL5","9606.ENSP00000296027"
"CXCL6","9606.ENSP00000226317"
"CXCL9","9606.ENSP00000354901"
"CXCR3","9606.ENSP00000362795"
"CXCR4","9606.ENSP00000386884"
"CXCR6","9606.ENSP00000304414"
"CXORF15","9606.ENSP00000369465"
"CXORF2","9606.ENSP00000355323"
"CXORF22","9606.ENSP00000297866"
"CXORF27","9606.ENSP00000339511"
"CXORF34","9606.ENSP00000362026"
"CXORF41","9606.ENSP00000337757"
"CXORF45","9606.ENSP00000378260"
"CXORF56","9606.ENSP00000360652"
"CXX1","9606.ENSP00000257013"
"CXXC1","9606.ENSP00000390475"
"CXXC4","9606.ENSP00000412267"
"CXXC5","9606.ENSP00000302543"
"CXXC6","9606.ENSP00000362748"
"CXYORF1","9606.ENSP00000352498"
"CYB561","9606.ENSP00000354028"
"CYB561D2","9606.ENSP00000232508"
"CYB5A","9606.ENSP00000341625"
"CYB5B","9606.ENSP00000308430"
"CYB5D2","9606.ENSP00000301391"
"CYB5R1","9606.ENSP00000356218"
"CYB5R2","9606.ENSP00000299498"
"CYB5R3","9606.ENSP00000354468"
"CYB5R4","9606.ENSP00000358695"
"CYBA","9606.ENSP00000261623"
"CYBB","9606.ENSP00000367851"
"CYBRD1","9606.ENSP00000319141"
"CYC1","9606.ENSP00000317159"
"CYCS","9606.ENSP00000307786"
"CYFIP1","9606.ENSP00000324549"
"CYFIP2","9606.ENSP00000325817"
"CYGB","9606.ENSP00000293230"
"CYHR1","9606.ENSP00000387426"
"CYLC1","9606.ENSP00000331556"
"CYLC2","9606.ENSP00000417674"
"CYLD","9606.ENSP00000308928"
"CYORF16","9606.ENSP00000409267"
"CYP11A1","9606.ENSP00000268053"
"CYP11B1","9606.ENSP00000292427"
"CYP11B2","9606.ENSP00000325822"
"CYP17A1","9606.ENSP00000358903"
"CYP19A1","9606.ENSP00000260433"
"CYP1A1","9606.ENSP00000369050"
"CYP1A2","9606.ENSP00000342007"
"CYP1B1","9606.ENSP00000260630"
"CYP20A1","9606.ENSP00000348380"
"CYP21A2","9606.ENSP00000408860"
"CYP24A1","9606.ENSP00000216862"
"CYP26A1","9606.ENSP00000224356"
"CYP26B1","9606.ENSP00000001146"
"CYP26C1","9606.ENSP00000285949"
"CYP27A1","9606.ENSP00000258415"
"CYP27B1","9606.ENSP00000228606"
"CYP2A13","9606.ENSP00000332679"
"CYP2A6","9606.ENSP00000301141"
"CYP2B6","9606.ENSP00000324648"
"CYP2C18","9606.ENSP00000285979"
"CYP2C19","9606.ENSP00000360372"
"CYP2C8","9606.ENSP00000360317"
"CYP2C9","9606.ENSP00000260682"
"CYP2D6","9606.ENSP00000353820"
"CYP2E1","9606.ENSP00000252945"
"CYP2F1","9606.ENSP00000333534"
"CYP2J2","9606.ENSP00000360247"
"CYP2R1","9606.ENSP00000334592"
"CYP2S1","9606.ENSP00000308032"
"CYP2U1","9606.ENSP00000333212"
"CYP39A1","9606.ENSP00000275016"
"CYP3A4","9606.ENSP00000337915"
"CYP3A5","9606.ENSP00000222982"
"CYP3A7","9606.ENSP00000337450"
"CYP46A1","9606.ENSP00000261835"
"CYP4A11","9606.ENSP00000311095"
"CYP4A22","9606.ENSP00000360958"
"CYP4B1","9606.ENSP00000360991"
"CYP4F11","9606.ENSP00000248041"
"CYP4F12","9606.ENSP00000321821"
"CYP4F2","9606.ENSP00000221700"
"CYP4V2","9606.ENSP00000368079"
"CYP4Z1","9606.ENSP00000334246"
"CYP51A1","9606.ENSP00000003100"
"CYP7A1","9606.ENSP00000301645"
"CYP7B1","9606.ENSP00000310721"
"CYP8B1","9606.ENSP00000318867"
"CYR61","9606.ENSP00000398736"
"CYSLTR1","9606.ENSP00000362401"
"CYSLTR2","9606.ENSP00000282018"
"CYTB","9606.ENSP00000354554"
"D15WSU75E","9606.ENSP00000263256"
"D21S2056E","9606.ENSP00000417464"
"D4ST1","9606.ENSP00000307297"
"DAAM1","9606.ENSP00000247170"
"DAAM2","9606.ENSP00000274867"
"DAB1","9606.ENSP00000360277"
"DAB2","9606.ENSP00000313391"
"DAB2IP","9606.ENSP00000259371"
"DACH1","9606.ENSP00000304994"
"DACH2","9606.ENSP00000362217"
"DACT1","9606.ENSP00000337439"
"DACT2","9606.ENSP00000355760"
"DAD1","9606.ENSP00000250498"
"DAK","9606.ENSP00000378360"
"DALRD3","9606.ENSP00000344989"
"DAO","9606.ENSP00000228476"
"DAOA","9606.ENSP00000365103"
"DAP","9606.ENSP00000230895"
"DAP3","9606.ENSP00000341692"
"DAPK1","9606.ENSP00000350785"
"DAPK2","9606.ENSP00000261891"
"DAPK3","9606.ENSP00000301264"
"DAPP1","9606.ENSP00000423602"
"DARC","9606.ENSP00000357103"
"DARS","9606.ENSP00000264161"
"DARS2","9606.ENSP00000355086"
"DAXX","9606.ENSP00000266000"
"DAZ1","9606.ENSP00000384573"
"DAZ4","9606.ENSP00000401363"
"DAZAP1","9606.ENSP00000233078"
"DAZAP2","9606.ENSP00000448051"
"DAZL","9606.ENSP00000250863"
"DBC1","9606.ENSP00000265922"
"DBF4","9606.ENSP00000265728"
"DBF4B","9606.ENSP00000323663"
"DBH","9606.ENSP00000376776"
"DBI","9606.ENSP00000440698"
"DBN1","9606.ENSP00000292385"
"DBNL","9606.ENSP00000417653"
"DBP","9606.ENSP00000222122"
"DBR1","9606.ENSP00000260803"
"DBT","9606.ENSP00000359151"
"DBX1","9606.ENSP00000227256"
"DC-UBP","9606.ENSP00000377381"
"DCAKD","9606.ENSP00000341504"
"DCAL1","9606.ENSP00000331766"
"DCAMKL1","9606.ENSP00000255448"
"DCAMKL2","9606.ENSP00000303887"
"DCAMKL3","9606.ENSP00000394484"
"DCBLD2","9606.ENSP00000321573"
"DCC","9606.ENSP00000389140"
"DCC1","9606.ENSP00000322180"
"DCD","9606.ENSP00000293371"
"DCDC1","9606.ENSP00000389792"
"DCDC2","9606.ENSP00000367715"
"DCHS1","9606.ENSP00000299441"
"DCHS2","9606.ENSP00000349768"
"DCI","9606.ENSP00000301729"
"DCK","9606.ENSP00000286648"
"DCLRE1A","9606.ENSP00000355185"
"DCLRE1B","9606.ENSP00000358576"
"DCLRE1C","9606.ENSP00000367527"
"DCN","9606.ENSP00000052754"
"DCP1B","9606.ENSP00000280665"
"DCP2","9606.ENSP00000373715"
"DCPS","9606.ENSP00000263579"
"DCT","9606.ENSP00000392762"
"DCTD","9606.ENSP00000349576"
"DCTN1","9606.ENSP00000354791"
"DCTN2","9606.ENSP00000408910"
"DCTN3","9606.ENSP00000259632"
"DCTN4","9606.ENSP00000414906"
"DCTN5","9606.ENSP00000300087"
"DCTN6","9606.ENSP00000221114"
"DCUN1D1","9606.ENSP00000292782"
"DCUN1D2","9606.ENSP00000417706"
"DCUN1D3","9606.ENSP00000319482"
"DCUN1D4","9606.ENSP00000334625"
"DCUN1D5","9606.ENSP00000260247"
"DCX","9606.ENSP00000337697"
"DCXR","9606.ENSP00000303356"
"DDA1","9606.ENSP00000352928"
"DDAH1","9606.ENSP00000284031"
"DDAH2","9606.ENSP00000364943"
"DDB1","9606.ENSP00000301764"
"DDB2","9606.ENSP00000256996"
"DDC","9606.ENSP00000350616"
"DDEF1","9606.ENSP00000350297"
"DDEF2","9606.ENSP00000281419"
"DDEFL1","9606.ENSP00000338769"
"DDHD1","9606.ENSP00000327104"
"DDHD2","9606.ENSP00000380352"
"DDI2","9606.ENSP00000417748"
"DDIT3","9606.ENSP00000447803"
"DDIT4","9606.ENSP00000307305"
"DDIT4L","9606.ENSP00000354830"
"DDN","9606.ENSP00000390590"
"DDO","9606.ENSP00000357920"
"DDOST","9606.ENSP00000364188"
"DDR2","9606.ENSP00000356898"
"DDT","9606.ENSP00000215773"
"DDX1","9606.ENSP00000233084"
"DDX10","9606.ENSP00000314348"
"DDX11","9606.ENSP00000384703"
"DDX17","9606.ENSP00000380033"
"DDX18","9606.ENSP00000263239"
"DDX19A","9606.ENSP00000306117"
"DDX19B","9606.ENSP00000288071"
"DDX20","9606.ENSP00000358716"
"DDX21","9606.ENSP00000346120"
"DDX23","9606.ENSP00000310723"
"DDX24","9606.ENSP00000328690"
"DDX25","9606.ENSP00000263576"
"DDX26","9606.ENSP00000310260"
"DDX27","9606.ENSP00000360828"
"DDX28","9606.ENSP00000332340"
"DDX31","9606.ENSP00000361232"
"DDX39","9606.ENSP00000242776"
"DDX3X","9606.ENSP00000382840"
"DDX3Y","9606.ENSP00000336725"
"DDX4","9606.ENSP00000424838"
"DDX41","9606.ENSP00000422753"
"DDX42","9606.ENSP00000374574"
"DDX43","9606.ENSP00000359361"
"DDX46","9606.ENSP00000346236"
"DDX47","9606.ENSP00000350698"
"DDX48","9606.ENSP00000269349"
"DDX49","9606.ENSP00000247003"
"DDX5","9606.ENSP00000225792"
"DDX50","9606.ENSP00000362687"
"DDX51","9606.ENSP00000380495"
"DDX52","9606.ENSP00000268854"
"DDX53","9606.ENSP00000368667"
"DDX54","9606.ENSP00000323858"
"DDX55","9606.ENSP00000238146"
"DDX56","9606.ENSP00000258772"
"DDX58","9606.ENSP00000369213"
"DDX59","9606.ENSP00000330460"
"DDX6","9606.ENSP00000264018"
"DEADC1","9606.ENSP00000237283"
"DEAF1","9606.ENSP00000371846"
"DECR1","9606.ENSP00000220764"
"DECR2","9606.ENSP00000219481"
"DEDD","9606.ENSP00000356985"
"DEDD2","9606.ENSP00000470082"
"DEF6","9606.ENSP00000319831"
"DEFA3","9606.ENSP00000328359"
"DEFA4","9606.ENSP00000297435"
"DEFA5","9606.ENSP00000329890"
"DEFA6","9606.ENSP00000297436"
"DEFB1","9606.ENSP00000297439"
"DEFB103A","9606.ENSP00000324633"
"DEFB104A","9606.ENSP00000320813"
"DEFB118","9606.ENSP00000253381"
"DEFB119","9606.ENSP00000365492"
"DEFB121","9606.ENSP00000417128"
"DEFB123","9606.ENSP00000365486"
"DEFB125","9606.ENSP00000371847"
"DEFB126","9606.ENSP00000371835"
"DEFB127","9606.ENSP00000371825"
"DEFB129","9606.ENSP00000246105"
"DEGS1","9606.ENSP00000298687"
"DEGS2","9606.ENSP00000307126"
"DEK","9606.ENSP00000380414"
"DENND1A","9606.ENSP00000362727"
"DENND1B","9606.ENSP00000356366"
"DENND1C","9606.ENSP00000370889"
"DENND4A","9606.ENSP00000391167"
"DENND4C","9606.ENSP00000369802"
"DENR","9606.ENSP00000280557"
"DEPDC1B","9606.ENSP00000265036"
"DEPDC2","9606.ENSP00000288368"
"DEPDC4","9606.ENSP00000367490"
"DEPDC5","9606.ENSP00000371546"
"DEPDC6","9606.ENSP00000286234"
"DERA","9606.ENSP00000416583"
"DERL1","9606.ENSP00000259512"
"DERL2","9606.ENSP00000158771"
"DERL3","9606.ENSP00000384744"
"DERPC","9606.ENSP00000381290"
"DES","9606.ENSP00000363071"
"DET1","9606.ENSP00000408994"
"DFFA","9606.ENSP00000366237"
"DFFB","9606.ENSP00000367454"
"DFNA5","9606.ENSP00000339587"
"DFNB31","9606.ENSP00000354623"
"DGAT1","9606.ENSP00000332258"
"DGAT2","9606.ENSP00000228027"
"DGAT2L3","9606.ENSP00000363645"
"DGAT2L4","9606.ENSP00000421172"
"DGAT2L6","9606.ENSP00000328036"
"DGCR13","9606.ENSP00000252137"
"DGCR2","9606.ENSP00000263196"
"DGCR6","9606.ENSP00000331681"
"DGCR6L","9606.ENSP00000248879"
"DGCR8","9606.ENSP00000263209"
"DGKA","9606.ENSP00000328405"
"DGKB","9606.ENSP00000382260"
"DGKD","9606.ENSP00000264057"
"DGKE","9606.ENSP00000284061"
"DGKG","9606.ENSP00000265022"
"DGKH","9606.ENSP00000337572"
"DGKI","9606.ENSP00000288490"
"DGKQ","9606.ENSP00000273814"
"DGKZ","9606.ENSP00000412178"
"DGUOK","9606.ENSP00000264093"
"DHCR24","9606.ENSP00000360316"
"DHCR7","9606.ENSP00000347717"
"DHDDS","9606.ENSP00000353104"
"DHDH","9606.ENSP00000221403"
"DHFR","9606.ENSP00000396308"
"DHFRL1","9606.ENSP00000319170"
